start: 2020-02-18 19:08:50 490343
2020-02-18 19:08:51 382058-2.50 mA,1.25 mV,0.00 mW
2020-02-18 19:08:52 373653-2.50 mA,1.25 mV,0.00 m2020-02-18 19:08:52 387652W
2020-02-18 19:08:53 381113-3.75 mA,1.25 mV,0.00 mW
2020-02-18 19:08:54 370880-1.25 mA,1.25 mV,0.00 mW
2020-02-18 19:08:55 380368-1.25 mA,1.25 mV,0.00 mW
2020-02-18 19:08:56 373662-2.50 mA,0.00 mV,0.00 mW
end: 2020-02-18 19:08:57 193902
